Date,Close,High,Low,Open,Volume
12/2/2009,22.29732704,22.45456069,22.1999907,22.38717443,36308600
12/3/2009,22.33475685,22.61178933,22.28234565,22.34224437,43095200
12/4/2009,22.44706917,22.73907671,22.33475923,22.49948038,58810700
12/7/2009,22.30480957,22.52194191,22.22244829,22.29732205,38082700
12/8/2009,22.14008522,22.26737018,21.99782523,22.10264906,37402200
12/9/2009,22.2449131,22.31978688,21.90049573,22.0652169,44713300
12/10/2009,22.36471558,22.43210041,22.20748048,22.24491666,45940200
12/11/2009,22.34973526,22.4620452,22.30481157,22.43958264,43744200
12/14/2009,22.5444088,22.58184497,22.38717372,22.39466124,34651200
12/15/2009,22.47702408,22.61928269,22.37220021,22.37968773,49473200
12/16/2009,22.53692245,22.76902989,22.49199876,22.51445989,55737800
12/17/2009,22.16254997,22.43209352,22.14008741,22.42460743,43691200
12/18/2009,22.73159409,22.79898035,22.31230148,22.34225156,94118000
12/21/2009,22.85139084,23.09098579,22.73908088,22.76154202,40129100
12/22/2009,23.07600594,23.15836722,22.86636111,22.9112848,36321000
12/23/2009,23.15088272,23.17334528,22.97867404,22.99364765,28362700
12/24/2009,23.210783,23.210783,23.03108679,23.12093418,11083900
12/28/2009,23.33806229,23.34554981,23.12841604,23.21077732,25384000
12/29/2009,23.50278854,23.58514984,23.38299107,23.47283989,29716200
12/30/2009,23.18083191,23.4279158,23.06103444,23.32309194,42006200
12/31/2009,22.82143593,23.20329084,22.82143593,23.19580332,31929700
1/4/2010,23.17334938,23.28565935,22.90380432,22.92626688,38409100
1/5/2010,23.18083191,23.28565577,22.94123697,23.09847204,49749600
1/6/2010,23.0385704,23.27067779,22.8513867,23.12093026,58182400
1/7/2010,22.79898262,22.98616638,22.60431134,22.93375373,50559700
1/8/2010,22.95621109,23.12093225,22.64174239,22.67169247,51197400
1/11/2010,22.66419792,23.03107772,22.55188801,22.99364014,68754700
1/12/2010,22.5144558,22.76153823,22.39465834,22.57435452,65912100
1/13/2010,22.72409058,22.85137549,22.46952075,22.65670436,51863500
1/14/2010,23.18083191,23.28565577,22.65671833,22.69415451,63228100
1/15/2010,23.10596085,23.3904795,22.99364946,23.27068202,79913200
1/19/2010,23.2856636,23.39048607,22.97119478,23.02360601,46575700
1/20/2010,22.90380287,23.1658604,22.69415657,23.06852405,54849500
1/21/2010,22.46953392,23.001135,22.4620464,22.91877513,73086700
1/22/2010,21.68336296,22.61179553,21.59351557,22.46204798,102004600
1/25/2010,21.95290947,22.20747948,21.78818829,21.89301073,63373000
1/26/2010,22.08768845,22.34974605,21.78070713,21.86306846,66639900
1/27/2010,22.21496964,22.32727961,21.72829212,21.97537464,63949500
1/28/2010,21.83310318,22.36470555,21.63094447,22.34224299,117513700
1/29/2010,21.09934616,22.4021445,20.71000374,22.38716946,193888500
2/1/2010,21.27154732,21.3239585,20.90466758,21.25657228,85931100
2/2/2010,21.30899429,21.33894437,21.06939936,21.24160947,54413700
2/3/2010,21.4362812,21.55608011,21.05442763,21.15925007,61397900
2/4/2010,20.84477806,21.33894294,20.8223155,21.24909413,77850000
2/5/2010,20.97955322,21.17422448,20.64262193,20.96457818,80960100
2/8/2010,20.7549305,21.02447551,20.64262055,20.9720643,52820600
2/9/2010,20.97206306,21.2191455,20.77739183,20.94211299,59195800
2/10/2010,20.95708847,21.14427218,20.84477853,20.98703855,48591300
2/11/2010,21.0544281,21.26407298,20.73995935,20.91216806,65993700
2/12/2010,20.91217041,21.00950534,20.65011285,20.82232157,81117200
2/16/2010,21.32588768,21.34093274,21.07764989,21.16039487,51935600
2/17/2010,21.50643158,21.55156535,21.33341761,21.46129781,45882900
2/18/2010,21.79227829,21.83741349,21.44625039,21.50642922,42856500
2/19/2010,21.64183426,21.75466939,21.58165542,21.65687933,44451800
2/22/2010,21.61174393,21.76971426,21.55156509,21.69449036,36707100
2/23/2010,21.31084633,21.68696434,21.13030986,21.57412922,52266200
2/24/2010,21.53652191,21.65688102,21.34846286,21.4537769,43165900
2/25/2010,21.51396751,21.55157877,21.07767033,21.26572949,48735300
2/26/2010,21.56661797,21.70202075,21.44626025,21.55157289,40370600
3/1/2010,21.82989883,21.85246501,21.4613032,21.64183975,43805400
3/2/2010,21.408638,22.04051642,21.24314658,21.875025,93123900
3/3/2010,21.408638,21.52147456,21.32589301,21.44625067,48442100
3/4/2010,21.53652191,21.55156698,21.26571785,21.4086417,42890600
3/5/2010,21.50643158,21.57413295,21.37855138,21.55908788,56001800
3/8/2010,21.53652191,21.76219363,21.43873184,21.4537769,39414500
3/9/2010,21.6644001,21.89759434,21.47634107,21.4838636,50271600
3/10/2010,21.79227829,21.89759231,21.6643981,21.7095333,44891400
3/11/2010,21.95025253,21.95777507,21.70201464,21.73210335,35349700
3/12/2010,22.01795387,22.10069888,21.84493989,22.05556511,31700200
3/15/2010,22.03300095,22.09317979,21.82237427,21.9502545,37512000
3/16/2010,22.09317589,22.18344342,21.96529569,22.13078712,36723500
3/17/2010,22.28875923,22.46929719,22.11574524,22.19096915,50385700
3/18/2010,22.27371216,22.35645716,22.19096573,22.28875579,43845200
3/19/2010,22.2586689,22.49186172,22.07813239,22.38654911,81332100
3/22/2010,22.26618767,22.34141156,22.10821735,22.19096377,37718200
3/23/2010,22.47681618,22.49186125,22.12326569,22.25866843,42026600
3/24/2010,22.3038044,22.45425222,22.26619316,22.35646071,33987700
3/25/2010,22.57460785,22.99585971,22.41663751,22.43920511,73168700
3/26/2010,22.31132698,22.71753524,22.25867067,22.6347888,55595500
3/29/2010,22.2586689,22.43168288,22.22857876,22.34893644,33336000
3/30/2010,22.39406586,22.46176721,22.19096179,22.28875184,34954800
3/31/2010,22.03300095,22.35646134,21.94273196,22.29628249,63760000
4/1/2010,21.93520164,22.22105213,21.52899495,22.07812689,74768100
4/5/2010,22.01795387,22.13831155,21.83741736,21.91263983,34331200
4/6/2010,22.05556679,22.25114839,21.79980635,21.92768657,47366800
4/7/2010,22.07813263,22.23610154,21.92016228,21.93520735,58318800
4/8/2010,22.50690651,22.55204028,22.04051945,22.05556452,63713800
4/9/2010,22.82284355,22.87549985,22.49185926,22.52947193,54752500
4/12/2010,22.80779648,22.93567666,22.72505005,22.75514019,37068800
4/13/2010,22.90559769,22.94320893,22.66488085,22.67992592,41374600
4/14/2010,23.18391609,23.31931882,23.06355843,23.16134993,68941200
4/15/2010,23.2215271,23.28170593,23.10116801,23.18391444,52745400
4/16/2010,23.07108116,23.30427395,23.01842486,23.16135012,88703100
4/19/2010,23.34941864,23.5073876,23.13879193,23.14631447,64970300
4/20/2010,23.59013176,23.65031061,23.41711631,23.4848177,52199500
4/21/2010,23.56755829,23.69543849,23.49233439,23.56755829,55343100
4/22/2010,23.61269569,23.71800975,23.2441001,23.34941415,84847600
4/23/2010,23.28923035,23.75561739,23.05603754,23.40958945,126766600
4/26/2010,23.402071,23.52995122,23.21401193,23.31932455,63649300
4/27/2010,23.20648766,23.50738186,23.13126375,23.28171156,68730900
4/28/2010,23.25162315,23.31932453,23.03347538,23.25914569,64557900
4/29/2010,23.31932068,23.64278245,23.07108281,23.26666438,52665200
4/30/2010,22.97330093,23.37950785,22.95825586,23.37198532,63214800
5/3/2010,23.21401024,23.36445662,23.00338358,23.07108495,43989500
5/4/2010,22.66487312,22.98081234,22.37902404,22.95824618,82085600
5/5/2010,22.45424843,22.63478492,22.33389076,22.3940696,66833800
5/6/2010,21.79980469,22.47681698,20.99491218,22.25866923,128613000
5/7/2010,21.22057533,21.77723119,20.5510858,21.76218613,173718100
5/10/2010,21.76971626,22.17592307,21.59670084,21.82237257,86653300
5/11/2010,21.72458458,22.3038069,21.49139172,21.57413817,63789400
