Timestamp,Open,High,Low,Close,Adj Close,Volume
3/6/2020,6350,6350,6200,6200,5560.567871,77835500
3/9/2020,6000,6040,5785,5785,5188.369141,140889500
3/10/2020,5840,6010,5840,5925,5313.930176,133667000
3/11/2020,5950,5980,5790,5850,5246.665527,93204500
3/12/2020,5600,5640,5460,5560,4986.574219,129845500
3/13/2020,5560,5560,5560,5560,4986.574219,0
3/16/2020,5560,5560,5560,5560,4986.574219,0
3/17/2020,5495,5505,5120,5120,4591.953613,212200000
3/18/2020,5120,5380,4765,5000,4484.32959,180053500
3/19/2020,4995,4995,4650,4650,4170.42627,264419000
3/20/2020,4600,5385,4325,4735,4246.65918,335132000
3/23/2020,4760,5000,4405,4430,3973.115723,217843500
3/24/2020,4450,4995,4450,4500,4035.895996,253971000
3/26/2020,4650,5395,4650,5280,4735.45166,331633000
3/27/2020,5360,5895,5355,5510,4941.730469,269683000
3/30/2020,5480,5555,5155,5495,4928.277344,159964500
3/31/2020,5660,5710,5485,5525,4955.18457,182638500
4/1/2020,5560,5750,5425,5480,4914.824707,152831500
4/2/2020,5470,5470,5360,5410,4852.044434,136623500
4/3/2020,5460,5530,5365,5495,4928.277344,110506000
4/6/2020,5520,5740,5495,5735,5143.525391,78184000
4/7/2020,5735,6100,5580,5655,5071.776367,149153500
4/8/2020,5655,5660,5480,5635,5053.839355,106111500
4/9/2020,5600,5695,5500,5595,5017.964355,89997000
4/13/2020,5540,5615,5480,5500,4932.761719,58043000
4/14/2020,5505,5590,5445,5515,4946.214844,95796000
4/15/2020,5515,5630,5445,5485,4919.30957,95342000
4/16/2020,5485,5520,5185,5240,4699.577148,176990500
4/17/2020,5300,5445,5280,5425,4865.498047,160935500
4/20/2020,5430,5500,5330,5355,4802.717285,90744000
4/21/2020,5355,5355,5160,5160,4707.830566,73431000
4/22/2020,5160,5235,5045,5145,4694.144043,107263500
4/23/2020,5180,5245,5120,5120,4671.335449,105419500
4/24/2020,5120,5140,4920,4920,4488.861816,131149500
4/27/2020,4940,5020,4855,4960,4525.355957,151103500
4/28/2020,4960,4975,4805,4830,4406.748535,180488000
4/29/2020,4825,4850,4800,4850,4424.995117,121161000
4/30/2020,4880,5250,4880,5170,4716.953613,174081000
5/4/2020,5150,5300,5000,5220,4762.572266,114497500
5/5/2020,5220,5340,5200,5285,4821.875977,118643500
5/6/2020,5315,5370,5300,5355,4885.742676,86395500
5/8/2020,5345,5400,5150,5245,4785.380859,123028000
5/11/2020,5245,5325,5245,5295,4831.000488,40615500
5/12/2020,5340,5340,5030,5220,4762.572266,118660000
5/13/2020,5160,5170,5085,5110,4662.211914,94973000
5/14/2020,5070,5110,4905,4920,4488.861816,131268000
5/15/2020,4920,4995,4680,4785,4365.691406,205790000
5/18/2020,4800,4845,4750,4765,4347.443848,139997500
5/19/2020,4840,4960,4680,4680,4269.892578,128504500
5/20/2020,4720,4800,4690,4765,4347.443848,119158000
5/26/2020,4775,5000,4775,4970,4534.47998,176076500
5/27/2020,4970,5000,4855,4965,4529.916992,151753500
5/28/2020,5000,5320,5000,5295,4831.000488,229233000
5/29/2020,5295,5295,5190,5190,4735.20166,399414000
6/2/2020,5260,5500,5240,5360,4890.304688,181369500
6/3/2020,5410,5780,5400,5780,5273.499512,279673500
6/4/2020,5780,5990,5600,5790,5282.623047,236158500
6/5/2020,5790,5855,5585,5725,5223.319824,88157500
6/8/2020,5755,5925,5755,5900,5382.984375,173557500
6/9/2020,5940,5995,5795,5805,5296.308594,100110000
6/10/2020,5800,5865,5595,5800,5291.74707,115382500
6/11/2020,5750,5810,5605,5680,5182.263184,85187500
6/12/2020,5680,5680,5480,5670,5173.13916,96044000
6/15/2020,5680,5710,5500,5500,5018.035645,100844500
6/16/2020,5580,5795,5580,5760,5255.252441,91518500
6/17/2020,5800,5800,5680,5720,5218.757324,79800000
6/18/2020,5720,5740,5585,5585,5095.587891,68032000
6/19/2020,5600,5650,5545,5575,5086.463379,110071000
